ID,Warehouse_block,Mode_of_Shipment,Customer_id,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2654,5,Ship,L23421253,5,3,225,3,medium,M,59,2270,1
2655,1,Ship,E17568342,2,5,150,3,low,F,16,1738,1
2656,2,Ship,D16809616,6,3,154,5,medium,F,57,1117,1
2657,3,Ship,P35694872,3,1,181,3,medium,M,34,3306,1
2658,5,Ship,O10531678,3,4,272,3,low,M,44,2548,1
2659,4,Ship,C34306303,3,3,160,4,medium,M,58,1496,1
2660,5,Ship,S11105114,5,5,145,3,medium,F,37,1993,1
2661,1,Ship,I19109585,4,4,143,5,high,F,5,1027,1
2662,2,Ship,M46591518,4,1,201,4,medium,M,59,2925,1
2663,3,Ship,B45647500,4,3,242,4,low,M,62,3997,1
2664,5,Ship,D59938563,4,4,151,2,low,F,38,1001,1
2665,4,Ship,Q57788631,4,4,199,2,medium,M,25,3705,1
2666,5,Ship,S16301596,4,1,178,3,medium,M,9,1006,1
2667,1,Ship,E57220262,3,2,138,3,low,M,49,1923,1
2668,2,Ship,W54357870,5,3,162,4,medium,M,38,1407,1
2669,3,Ship,E48135680,4,3,154,3,low,M,33,1101,1
2670,5,Ship,L20985725,3,1,206,2,medium,F,56,2069,1
2671,4,Ship,A15441375,5,2,246,2,low,F,4,3617,1
2672,5,Ship,X12683401,4,3,233,2,medium,F,47,3606,1
2673,1,Ship,D14886102,4,1,251,4,medium,F,33,2906,1
2674,2,Ship,F10092150,3,1,165,3,medium,M,61,1313,1
2675,3,Ship,E36163459,4,3,183,2,low,F,32,3709,1
2676,5,Ship,R54839069,3,2,109,3,low,F,30,1597,1
2677,4,Ship,W28754396,5,3,209,4,medium,F,7,2675,1
2678,5,Ship,P27036403,5,2,168,3,low,F,50,1486,1
2679,1,Ship,Y25828300,5,3,210,2,low,M,19,3920,1
2680,2,Ship,T29269586,3,1,185,2,low,F,41,3787,1
2681,3,Ship,G12151392,5,2,243,2,medium,M,58,2758,1
2682,5,Ship,V23469121,3,4,258,3,low,F,55,2777,1
2683,4,Ship,B11703820,4,4,279,5,medium,F,56,2697,1
2684,5,Ship,C43823349,3,1,160,3,low,M,57,1833,1
2685,1,Ship,N31847606,3,1,185,4,low,F,35,3648,1
2686,2,Ship,X32244999,4,3,271,4,low,F,24,3499,1
2687,3,Ship,K14757443,4,2,273,2,low,F,31,2229,1
2688,5,Ship,L47147625,3,4,208,3,medium,F,23,2100,1
2689,4,Ship,E23500655,2,2,137,3,low,F,20,1823,1
2690,5,Ship,D58260090,4,1,198,3,medium,F,56,3135,1
2691,1,Ship,P13204885,5,1,236,4,high,F,64,3231,1
2692,2,Ship,O47105912,5,5,133,2,low,F,18,1134,1
2693,3,Ship,C22453433,4,2,191,3,medium,F,12,3676,1
2694,5,Ship,S34269631,3,1,202,3,low,F,51,3551,1
2695,4,Ship,I22010804,5,1,162,5,low,F,47,1727,1
2696,5,Ship,M13128062,5,1,224,2,low,F,14,2959,1
2697,1,Ship,B50079624,4,2,191,2,high,M,65,3082,1
2698,2,Ship,D16431930,3,5,272,2,medium,M,31,2438,1
2699,3,Ship,Q38218409,4,3,269,3,low,F,7,2538,1
2700,5,Ship,S20841461,4,2,179,3,high,F,30,1076,1
2701,4,Ship,E59126002,3,5,225,2,low,F,56,2596,1
2702,5,Ship,W34314780,3,2,132,2,medium,M,6,1185,1
2703,1,Ship,E36178751,5,3,244,3,low,F,52,3118,1
2704,2,Ship,L34622627,3,4,185,2,low,F,62,2849,1
2705,3,Ship,A18046495,3,3,257,3,low,M,64,3103,1
2706,5,Ship,X11548581,3,3,253,5,low,F,63,3788,1
2707,4,Ship,D56082343,4,3,174,3,low,F,5,1502,1
2708,5,Ship,F36252377,2,1,200,3,medium,M,34,2199,1
2709,1,Ship,E59022131,3,1,150,3,medium,F,8,1745,1
2710,2,Ship,R13907947,3,2,137,3,medium,F,9,1347,1
2711,3,Ship,W34981177,3,1,181,3,medium,M,29,2981,1
2712,5,Ship,P31876129,5,2,246,2,medium,M,13,2652,1
2713,4,Ship,Y22957767,3,3,237,5,low,M,48,2057,1
2714,5,Road,T53040975,3,5,226,3,medium,M,55,2465,1
2715,1,Road,G33704703,4,4,225,3,low,M,51,2892,1
2716,2,Road,V22214819,3,2,268,2,low,M,20,2731,1
2717,3,Road,B24231255,4,3,146,3,low,M,41,1140,1
2718,5,Road,C54451351,4,5,159,3,low,M,2,1048,1
2719,4,Road,N45331662,3,1,135,3,low,F,38,1829,1
2720,5,Road,X36972680,3,2,134,2,medium,F,45,1946,1
2721,1,Road,K49021112,4,3,210,3,low,M,3,2742,1
2722,2,Road,L35687748,4,4,238,3,low,F,13,2042,1
2723,3,Road,E34563568,4,3,214,4,low,M,34,3446,1
2724,5,Road,D34831055,4,2,204,4,low,F,35,2725,1
2725,4,Road,P44397416,4,1,227,3,low,M,5,3100,1
2726,5,Road,O58318082,4,3,253,3,high,F,18,2849,1
2727,1,Road,C29685938,2,3,126,4,high,F,3,1364,1
2728,2,Road,S48872845,4,4,208,2,high,F,20,2759,1
2729,3,Road,I11925489,4,4,179,3,low,M,48,1943,1
2730,5,Road,M47167379,3,1,132,2,medium,M,62,1909,1
2731,4,Road,B25308438,3,4,144,3,low,M,56,1496,1
2732,5,Road,D58700075,3,3,236,2,medium,F,58,3360,1
2733,1,Road,Q46196408,4,4,235,3,low,F,17,3715,1
2734,2,Road,S55045679,4,5,254,3,low,M,29,3885,1
2735,3,Road,E55136153,3,2,144,5,medium,M,43,1027,1
2736,5,Flight,W25722806,5,1,272,3,medium,M,27,2415,1
2737,4,Flight,E54573908,3,3,191,4,medium,F,17,3675,1
2738,5,Flight,L56238566,5,3,177,4,medium,M,60,1159,1
2739,1,Flight,A50877260,5,4,226,3,low,F,46,3149,1
2740,2,Flight,X46111659,3,4,132,2,medium,M,12,1493,1
2741,3,Flight,D29149677,3,1,121,5,low,F,60,1577,1
2742,5,Flight,F14505010,4,2,171,3,low,F,40,1021,1
2743,4,Flight,E30562706,3,3,178,3,high,M,12,1900,1
2744,5,Flight,R58218283,4,3,132,4,medium,M,10,1767,1
2745,1,Flight,W58136290,6,4,249,5,medium,M,43,3078,1
2746,2,Flight,P47108760,2,4,159,3,medium,M,47,1547,1
2747,3,Flight,Y13635353,5,2,171,3,high,M,34,1029,1
2748,5,Flight,T32527537,3,3,150,3,low,M,6,1775,1
2749,4,Flight,G46346075,4,4,178,3,low,F,1,1165,1
2750,5,Flight,V32774413,3,3,192,7,high,F,25,2152,1
2751,1,Flight,B12691756,3,5,214,8,high,M,50,3628,1
2752,2,Flight,C28625570,5,3,225,7,medium,F,45,3162,1
2753,3,Flight,N14987508,5,4,167,7,medium,F,23,1691,1
2754,5,Flight,X50026763,3,5,245,4,medium,M,4,2769,1
2755,4,Flight,K18511394,4,5,138,7,medium,M,60,1366,1
2756,5,Flight,L29009499,4,4,173,3,medium,F,64,1847,1
2757,1,Flight,E35690380,3,5,98,3,medium,F,48,1635,1
2758,2,Ship,D15970732,3,1,231,2,low,M,44,3688,1
2759,3,Ship,P52871602,5,5,149,7,medium,F,50,1346,1
2760,5,Ship,O51893368,3,1,206,3,medium,M,28,2892,1
2761,4,Ship,C37882343,5,3,264,10,medium,F,34,3441,1
2762,5,Ship,S18679111,3,1,193,2,medium,F,23,2728,1
2763,1,Ship,I25889978,5,1,263,2,medium,F,4,1092,1
2764,2,Ship,M18090517,3,2,191,4,medium,F,16,2277,1
2765,3,Ship,B55659832,5,4,177,4,medium,M,48,1920,1
2766,5,Ship,D47768868,5,5,226,3,low,M,50,2348,1
2767,4,Ship,Q52319853,3,1,132,2,medium,F,16,1731,1
2768,5,Ship,S35768681,3,1,121,5,low,M,62,1505,1
2769,1,Ship,E40460725,4,2,171,3,low,M,34,1352,1
2770,2,Ship,W14465471,3,3,178,3,high,M,43,1517,1
2771,3,Ship,E51199272,4,4,132,4,medium,F,44,1692,1
2772,5,Ship,L14355976,6,5,249,5,medium,M,26,3897,1
2773,4,Ship,A32147852,2,3,159,3,medium,F,39,1477,1
2774,5,Ship,X18880098,5,5,171,3,high,M,14,1554,1
2775,1,Ship,D25137777,3,1,150,3,low,F,43,1831,1
2776,2,Ship,F27598614,4,1,178,3,low,M,19,1906,1
2777,3,Ship,E58781983,3,3,192,7,high,F,36,3634,1
2778,5,Ship,R19843388,3,4,214,8,high,F,6,2924,1
2779,4,Ship,W15366924,5,3,225,7,medium,F,17,3516,1
2780,5,Ship,P52994953,5,4,167,7,medium,F,43,1619,1
2781,1,Ship,Y16321275,3,2,245,4,medium,M,60,2178,1
2782,2,Ship,T47354660,4,4,138,7,medium,M,65,1530,1
2783,3,Ship,G41701404,4,4,173,3,medium,F,61,1609,1
2784,5,Ship,V38843149,3,2,98,3,medium,F,60,1057,1
2785,4,Ship,B50659973,3,1,231,2,low,M,24,3811,1
2786,5,Ship,C50289260,5,3,149,7,medium,F,51,1425,1
2787,1,Ship,N26600211,3,5,206,3,medium,M,21,3746,1
2788,2,Ship,X36441952,5,4,264,10,medium,F,34,2960,1
2789,3,Ship,K45223600,3,5,193,2,medium,F,12,3730,1
2790,5,Ship,L49513864,5,2,263,2,medium,F,51,1657,1
2791,4,Ship,E49028315,2,5,282,5,low,M,63,1173,1
2792,5,Ship,D28034082,5,4,193,3,low,M,55,2758,1
2793,1,Ship,P12357751,4,4,171,3,medium,F,11,1594,1
2794,2,Ship,O10086081,3,5,212,3,low,F,19,2703,1
2795,3,Ship,C26372665,2,1,159,2,low,F,44,1213,1
2796,5,Ship,S52345801,3,2,102,4,medium,M,57,1220,1
2797,4,Ship,I20953712,3,2,145,2,medium,F,29,1690,1
2798,5,Ship,M37604148,3,1,225,2,high,F,43,2585,1
2799,1,Ship,B11349844,2,1,174,3,medium,F,12,1358,1
2800,2,Ship,D19303168,4,3,223,4,low,F,25,3148,1
2801,3,Ship,Q25094696,3,5,185,2,low,F,36,3501,1
2802,5,Ship,S12541658,4,5,245,3,medium,M,6,2717,1
2803,4,Ship,E53514026,3,3,99,3,high,M,63,1223,1
2804,5,Ship,W25026690,3,3,141,4,low,F,35,1417,1
2805,1,Ship,E49767621,4,2,222,2,medium,F,16,2518,1
2806,2,Ship,L28089571,3,2,192,3,medium,F,64,3233,1
2807,3,Ship,A27050430,3,1,187,4,medium,M,42,3621,1
2808,5,Ship,X59888844,4,2,216,2,low,F,26,2431,1
2809,4,Ship,D42850569,3,2,146,4,low,M,13,1790,1
2810,5,Ship,F11690431,3,2,207,2,low,M,20,3419,1
2811,1,Ship,E47227827,4,2,225,2,low,F,6,2010,1
2812,2,Ship,R27339130,3,4,230,2,medium,F,15,2302,1
2813,3,Ship,W57668529,3,2,173,3,medium,F,37,1990,1
2814,5,Ship,P50909521,4,4,127,4,high,M,54,1239,1
2815,4,Ship,Y28643612,3,3,214,2,low,M,28,3869,1
2816,5,Ship,T31724120,4,1,161,3,low,M,59,1454,1
2817,1,Ship,G52010513,4,2,262,2,low,F,37,3523,1
2818,2,Ship,V35915533,5,2,157,3,low,M,1,1798,1
2819,3,Ship,B40560882,3,1,164,3,medium,F,9,1803,1
2820,5,Ship,C52071335,4,4,174,2,low,F,11,1577,1
2821,4,Ship,N21111253,2,2,188,4,medium,M,39,2424,1
2822,5,Ship,X22403681,3,1,141,2,low,F,4,1297,1
2823,1,Ship,K15688081,5,5,134,2,medium,M,64,1785,1
2824,2,Ship,L26005784,2,4,147,2,medium,F,65,1738,1
2825,3,Ship,E56226950,4,1,180,3,medium,M,27,1551,1
2826,5,Ship,D31833355,3,3,225,2,medium,M,55,2259,1
2827,4,Ship,P10267490,2,3,172,3,medium,F,11,1522,1
2828,5,Ship,O30885576,6,2,131,5,medium,F,5,1718,1
2829,1,Ship,C34598196,3,1,270,4,low,M,47,3487,1
2830,2,Ship,S57905304,3,4,172,3,low,M,56,1103,1
2831,3,Ship,I10823230,4,5,198,3,medium,M,33,2129,1
2832,5,Ship,M56532144,4,2,167,3,low,M,21,1637,1
2833,4,Ship,B18568747,2,2,168,5,medium,F,1,1885,1
2834,5,Ship,D52838357,4,1,165,4,medium,F,34,1831,1
2835,1,Ship,Q39050602,4,5,149,6,medium,M,40,1974,1
2836,2,Ship,S57089579,3,3,186,3,low,M,24,3262,1
2837,3,Ship,E22934300,4,1,151,2,low,F,47,1682,1
2838,5,Ship,W34101654,3,5,146,3,medium,F,30,1569,1
2839,4,Ship,E17910893,4,5,232,2,low,M,54,2526,1
2840,5,Ship,L19296778,4,1,177,2,low,F,22,1698,1
2841,1,Ship,A26774971,4,4,149,2,medium,F,19,1665,1
2842,2,Ship,X43048064,4,2,180,3,low,M,3,1518,1
2843,3,Ship,D21175226,5,5,172,2,medium,F,40,1446,1
2844,5,Ship,F47199282,5,2,160,3,medium,M,44,1054,1
2845,4,Ship,E54395803,3,2,206,2,medium,F,28,2822,1
2846,5,Ship,R45368097,4,5,146,3,low,F,9,1685,1
2847,1,Ship,W27306254,2,1,257,2,low,F,24,2130,1
2848,2,Ship,P44339498,5,5,219,3,medium,M,27,3430,1
2849,3,Ship,Y48712261,4,2,274,2,medium,M,55,3416,1
2850,5,Ship,T41470849,2,2,177,5,low,M,36,1249,1
2851,4,Road,G19462455,4,3,209,2,medium,M,57,3741,1
2852,5,Road,V34255936,4,1,207,2,low,M,2,3242,1
2853,1,Road,B14335320,4,4,153,3,low,F,27,1613,1
2854,2,Road,C48827524,4,4,158,3,low,F,61,1507,1
2855,3,Road,N46080279,3,4,261,2,medium,F,52,3340,1
2856,5,Road,X55789463,4,1,182,6,low,M,41,2047,1
2857,4,Road,K46356291,2,3,128,2,medium,F,53,1530,1
2858,5,Road,L38208053,2,1,178,3,low,M,6,1184,1
2859,1,Road,E23912920,2,4,198,3,low,M,37,2555,1
2860,2,Road,D15144735,4,3,137,3,medium,M,46,1299,1
2861,3,Road,P57515987,4,1,168,2,low,F,41,1515,1
2862,5,Road,O58483232,3,3,248,4,low,F,36,3276,1
2863,4,Road,C20151730,5,2,225,3,medium,F,29,2411,1
2864,5,Road,S50957373,5,4,239,2,low,M,35,2107,1
2865,1,Road,I45442262,5,4,256,3,low,F,43,3658,1
2866,2,Road,M35522807,5,1,109,2,high,M,23,1479,1
2867,3,Road,B52389294,3,3,274,2,medium,F,59,3436,1
2868,5,Road,D55994905,5,4,157,4,low,F,65,1951,1
2869,4,Road,Q16659097,3,2,125,3,medium,F,12,1212,1
2870,5,Road,S14520504,4,5,203,2,low,F,20,2421,1
2871,1,Road,E52092878,3,3,120,3,low,F,55,1534,1
2872,2,Road,W52191927,3,5,194,4,medium,F,21,2695,1
2873,3,Flight,E37677462,4,2,257,4,high,M,58,2269,1
2874,5,Flight,L37347372,4,4,233,2,medium,M,39,2291,1
2875,4,Flight,A56582993,5,2,193,2,low,F,1,2775,1
2876,5,Flight,X19869056,5,3,202,6,low,F,34,2936,1
2877,1,Flight,D51359755,4,5,270,3,low,M,30,2720,1
2878,2,Flight,F55451215,5,5,240,3,medium,F,12,2723,1
2879,3,Flight,E50988147,3,2,224,3,medium,M,63,2085,1
2880,5,Flight,R24518838,4,1,195,2,medium,M,19,2878,1
2881,4,Flight,W45852804,3,2,165,3,medium,M,47,1639,1
2882,5,Flight,P15447489,4,1,164,2,medium,F,3,1124,1
2883,1,Flight,Y51374372,3,1,105,3,low,M,58,1304,1
2884,2,Flight,T27356407,3,1,248,3,low,M,9,2616,1
2885,3,Flight,G29806148,4,3,269,6,medium,M,62,3950,1
2886,5,Flight,V47517577,4,1,253,3,low,M,36,2591,1
2887,4,Flight,B25822320,3,1,231,4,medium,F,60,3755,1
2888,5,Flight,C22211015,3,1,164,2,low,F,39,1532,1
2889,1,Flight,N58101418,3,3,176,3,medium,M,14,1705,1
2890,2,Flight,X26685173,4,3,149,3,medium,M,17,1990,1
2891,3,Flight,K58756908,4,5,187,5,medium,M,16,3781,1
2892,5,Flight,L16598726,3,2,150,2,low,M,53,1319,1
2893,4,Flight,E16078672,3,2,190,3,medium,M,18,2715,1
2894,5,Flight,D56941561,4,1,226,3,low,M,42,3077,1
2895,1,Ship,P13431534,3,4,98,2,low,F,32,1539,1
2896,2,Ship,O13001683,3,5,152,2,medium,F,6,1800,1
2897,3,Ship,C19822983,2,2,173,2,medium,M,34,1575,1
2898,5,Ship,S29577127,4,1,160,2,high,F,65,1861,1
2899,4,Ship,I47138638,4,2,180,3,low,M,22,1261,1
2900,5,Ship,M39049897,3,2,175,2,medium,F,12,1817,1
2901,1,Ship,B47255614,3,3,274,3,low,M,6,2986,1
2902,2,Ship,D32187051,4,1,216,4,low,M,4,2263,1
2903,3,Ship,Q14964268,6,2,283,2,low,F,18,3077,1
2904,5,Ship,S28655502,6,4,192,3,high,F,19,2944,1
2905,4,Ship,E49998423,3,4,236,4,medium,F,43,2584,1
2906,5,Ship,W21822610,4,2,232,3,high,M,46,2835,1
2907,1,Ship,E22335723,2,3,204,4,low,F,20,3135,1
2908,2,Ship,L21320185,3,2,138,2,medium,F,46,1436,1
2909,3,Ship,A49242322,3,4,154,2,low,M,29,1016,1
2910,5,Ship,X13406565,4,3,244,2,low,M,17,3125,1
2911,4,Ship,D35539753,3,2,144,3,medium,F,48,1867,1
2912,5,Ship,F23610548,3,4,274,3,medium,M,19,3076,1
2913,1,Ship,E42987696,3,2,182,3,low,F,54,3972,1
2914,2,Ship,R20293305,6,1,250,5,low,F,53,3352,1
2915,3,Ship,W57263905,4,4,207,2,medium,F,14,2945,1
2916,5,Ship,P46956256,3,4,242,3,high,M,54,3011,1
2917,4,Ship,Y24157260,5,1,154,2,low,M,37,1671,1
2918,5,Ship,T28739517,4,4,176,3,medium,M,53,1472,1
2919,1,Ship,G16985082,3,5,252,3,low,M,18,3701,1
2920,2,Ship,V42167257,4,1,147,3,medium,M,32,1666,1
2921,3,Ship,B41673207,5,3,157,4,low,M,1,1306,1
2922,5,Ship,C42490435,3,1,257,2,medium,M,37,3517,1
2923,4,Ship,N17083106,4,3,172,3,medium,F,6,1261,1
2924,5,Ship,X18432106,4,3,134,3,high,F,22,1629,1
2925,1,Ship,K45282791,2,2,152,4,low,F,48,1212,1
2926,2,Ship,L25903847,3,1,161,3,low,F,57,1918,1
2927,3,Ship,E34666471,3,1,269,3,low,M,47,3033,1
2928,5,Ship,D41883547,2,3,164,2,medium,M,64,1689,1
2929,4,Ship,P51091375,5,3,114,6,medium,F,60,1746,1
2930,5,Ship,O52952655,6,5,213,6,low,M,7,2709,1
2931,1,Ship,C21301331,4,4,255,3,medium,F,60,2777,1
2932,2,Ship,S57101352,3,3,135,3,medium,F,28,1329,1
2933,3,Ship,I53764013,3,2,155,3,medium,F,7,1434,1
2934,5,Ship,M49419440,6,3,273,4,medium,F,32,2532,1
2935,4,Ship,B19691938,4,3,135,3,low,F,15,1008,1
2936,5,Ship,D23449709,4,4,170,3,low,M,29,1188,1
2937,1,Ship,Q32126199,6,4,138,5,medium,F,15,1181,1
2938,2,Ship,S32482506,3,2,213,4,low,M,53,3502,1
2939,3,Ship,E52112606,4,5,156,5,high,F,55,1619,1
2940,5,Ship,W36514511,3,1,139,2,low,M,47,1241,1
2941,4,Ship,E54944985,3,1,263,3,medium,M,6,2715,1
2942,5,Ship,L56105595,2,3,160,4,low,F,53,1850,1
2943,1,Ship,A39776532,3,3,148,2,low,M,39,1402,1
2944,2,Ship,X15725921,4,3,259,3,high,M,45,3761,1
2945,3,Ship,D47138544,5,4,273,3,low,F,60,3384,1
2946,5,Ship,F19963751,3,2,212,3,medium,F,9,2521,1
2947,4,Ship,E37743943,3,5,144,6,low,F,46,1110,1
2948,5,Ship,R44313864,2,2,193,3,medium,M,64,2867,1
2949,1,Ship,W23361354,5,2,198,3,low,F,44,3706,1
2950,2,Ship,P48064260,3,5,207,4,low,F,45,3770,1
2951,3,Ship,Y26376948,6,1,236,4,low,F,10,2030,1
2952,5,Ship,T52858757,4,2,165,3,low,M,7,1702,1
2953,4,Ship,G30161349,3,3,162,3,low,M,3,1693,1
2954,5,Ship,V58053399,4,2,184,3,low,F,63,3609,1
2955,1,Ship,B54587974,5,5,145,2,medium,M,48,1834,1
2956,2,Ship,C49719378,3,3,228,2,medium,M,27,3473,1
2957,3,Ship,N28478882,5,5,213,2,high,M,12,2522,1
2958,5,Ship,X49024299,2,2,146,3,medium,F,1,1162,1
2959,4,Ship,K22866422,4,2,220,3,high,F,39,2459,1
2960,5,Ship,L47483453,3,4,231,3,medium,F,49,3441,1
2961,1,Ship,E46567629,3,4,212,8,low,F,56,3337,1
2962,2,Ship,D12172111,4,3,202,3,low,F,48,2213,1
2963,3,Ship,P54512214,5,5,208,8,low,M,39,2905,1
2964,5,Ship,O56101603,3,3,200,3,low,M,46,2460,1
2965,4,Ship,C46943060,3,2,250,3,low,F,37,2736,1
2966,5,Ship,S18448870,3,5,126,2,low,F,29,1192,1
2967,1,Ship,I25916634,4,1,222,4,medium,F,42,2762,1
2968,2,Ship,M19010899,6,2,236,4,low,F,61,3140,1
2969,3,Ship,B38948021,4,3,165,3,low,M,4,1484,1
2970,5,Ship,D12278121,3,4,162,3,low,M,17,1700,1
2971,4,Ship,Q31817717,4,3,184,3,low,F,37,3436,1
2972,5,Ship,S57993244,5,3,145,2,medium,M,6,1965,1
2973,1,Ship,E25035429,3,4,228,2,medium,M,46,3306,1
2974,2,Ship,W24663620,5,3,213,2,high,F,27,2581,1
2975,3,Ship,E55672650,2,3,146,3,medium,M,18,1289,1
2976,5,Ship,L48045297,4,1,220,3,high,M,2,3886,1
2977,4,Ship,A23400000,3,4,231,3,medium,M,39,3792,1
2978,5,Ship,X27757955,3,4,212,8,low,F,34,2750,1
2979,1,Ship,D49236338,4,5,202,3,low,F,38,2651,1
2980,2,Ship,F31834719,5,2,208,8,low,M,62,3450,1
2981,3,Ship,E45091655,3,3,200,3,low,M,4,3791,1
2982,5,Ship,R14566959,3,1,250,3,low,F,8,3617,1
2983,4,Ship,W45705870,3,5,126,2,low,F,63,1141,1
2984,5,Ship,P12210696,4,3,222,4,medium,M,49,3697,1
2985,1,Ship,Y54569017,3,3,273,6,low,M,6,1771,1
2986,2,Ship,T58317397,6,5,161,4,medium,F,20,1338,1
2987,3,Ship,G23487053,5,1,236,3,medium,F,10,1347,1
2988,5,Road,V38746401,6,3,281,5,medium,F,8,1864,1
2989,4,Road,B12843375,5,3,168,4,low,M,7,1298,1
2990,5,Road,C36900608,5,1,206,4,low,M,62,1137,1
2991,1,Road,N29784814,4,1,144,4,high,M,5,1294,1
2992,2,Road,X26655866,5,3,239,5,medium,F,19,2988,1
2993,3,Road,K38127533,3,5,129,3,medium,F,52,1513,1
2994,5,Road,L54034391,4,5,201,4,medium,M,46,3498,1
2995,4,Road,E46408492,5,5,160,3,medium,M,55,1911,1
2996,5,Road,D32142147,6,5,130,6,low,F,60,1971,1
2997,1,Road,P33831639,3,1,132,4,medium,M,58,1067,1
2998,2,Road,O31576604,4,2,185,4,medium,F,36,2583,1
2999,3,Road,C53445637,5,1,271,4,low,F,4,2718,1
3000,5,Road,S31386432,5,2,168,2,medium,M,20,1539,1
3001,4,Road,I56538848,5,5,154,3,medium,F,50,1389,1
3002,5,Road,M22903504,3,3,203,3,low,M,4,3114,1
3003,1,Road,B31758537,3,1,274,3,low,M,4,2087,1
3004,2,Road,D43030126,5,4,280,4,low,F,19,3298,1
3005,3,Road,Q56767421,4,5,196,2,low,M,51,3151,1
3006,5,Road,S57986532,5,2,159,3,medium,F,63,1675,1
3007,4,Road,E42174134,5,4,269,3,medium,M,15,2522,1
3008,5,Road,W34947856,4,3,161,3,low,F,52,1199,1
3009,1,Road,E21944439,3,1,159,2,medium,F,44,1806,1
3010,2,Flight,L29053296,5,4,147,6,medium,F,21,1145,1
3011,3,Flight,A49734617,3,3,214,2,medium,F,4,3754,1
3012,5,Flight,X26568798,4,5,157,4,medium,F,12,1038,1
3013,4,Flight,D34378981,5,5,147,2,medium,M,19,1936,1
3014,5,Flight,F43463140,5,4,182,3,medium,F,11,3545,1
3015,1,Flight,E19234358,3,5,188,2,low,F,12,2711,1
3016,2,Flight,R37640170,3,1,104,2,low,M,1,1021,1
3017,3,Flight,W41655908,5,5,195,3,low,M,55,2641,1
3018,5,Flight,P11250046,4,1,235,2,high,M,64,2107,1
3019,4,Flight,Y34930409,4,5,219,2,medium,F,21,3830,1
3020,5,Flight,T50429000,4,5,253,2,low,F,36,3389,1
3021,1,Flight,G48652655,3,3,253,4,medium,F,57,2489,1
3022,2,Flight,V48044066,4,1,167,3,low,M,42,1197,1
3023,3,Flight,B26657424,4,2,211,2,low,F,39,2520,1
3024,5,Flight,C47227560,3,4,155,3,medium,M,4,1548,1
3025,4,Flight,N30806409,6,1,231,4,medium,F,23,2455,1
3026,5,Flight,X21280397,5,4,182,4,low,M,61,3063,1
3027,1,Flight,K28899473,3,5,212,2,medium,M,56,3547,1
3028,2,Flight,L43741879,3,1,107,3,high,F,13,1861,1
3029,3,Flight,E52555790,5,2,172,4,high,F,61,1161,1
3030,5,Flight,D40796113,3,2,224,3,low,M,40,2180,1
3031,4,Flight,P18395580,3,4,209,3,high,F,37,3650,1
3032,5,Ship,O45232236,4,5,268,2,medium,M,46,3076,1
3033,1,Ship,C35098043,3,2,141,4,low,M,9,1909,1
3034,2,Ship,S53929689,4,4,260,2,low,M,17,3068,1
3035,3,Ship,I40066896,5,4,151,4,medium,M,10,1441,1
3036,5,Ship,M33751415,5,2,184,2,medium,M,27,3276,1
3037,4,Ship,B31059921,5,1,270,3,high,M,52,3908,1
3038,5,Ship,D57162067,5,4,135,2,medium,F,20,1908,1
3039,1,Ship,Q47491628,4,3,276,4,low,F,3,3889,1
3040,2,Ship,S30430335,4,4,177,3,medium,M,23,1142,1
3041,3,Ship,E46069164,3,2,149,3,medium,F,64,1920,1
3042,5,Ship,W40678722,4,3,220,4,low,M,19,3602,1
3043,4,Ship,E46177673,4,5,267,3,low,F,53,3742,1
3044,5,Ship,L22958326,3,2,274,3,medium,F,50,3958,1
3045,1,Ship,A19103928,4,4,243,3,low,M,10,3327,1
3046,2,Ship,X21253117,5,1,166,2,low,M,44,1647,1
3047,3,Ship,D13191420,5,2,225,3,medium,M,1,2049,1
3048,5,Ship,F38737094,3,3,138,2,medium,F,40,1117,1
3049,4,Ship,E26162873,4,3,141,4,medium,F,38,1599,1
3050,5,Ship,R11387669,3,4,271,4,medium,F,16,2693,1
3051,1,Ship,W10968073,6,5,243,3,medium,F,35,2374,1
3052,2,Ship,P20907432,3,3,231,3,medium,M,53,2333,1
3053,3,Ship,Y56400865,5,4,168,3,low,M,34,1779,1
3054,5,Ship,T27734483,5,3,264,2,low,F,61,2025,1
3055,4,Ship,G24777534,4,3,233,3,medium,M,26,2624,1
3056,5,Ship,V51799633,4,2,247,5,medium,F,17,3630,1
3057,1,Ship,B47137193,3,4,176,3,low,F,4,1095,1
3058,2,Ship,C49172341,5,5,257,4,medium,M,31,2040,1
3059,3,Ship,N24970280,3,1,147,4,low,M,18,1613,1
3060,5,Ship,X26739323,5,5,195,2,low,F,6,3936,1
3061,4,Ship,K22075809,2,4,153,2,medium,F,57,1264,1
3062,5,Ship,L41269545,3,5,237,4,low,M,28,3903,1
3063,1,Ship,E35319838,6,4,217,5,low,F,7,3725,1
3064,2,Ship,D16150586,5,1,140,4,medium,M,48,1322,1
3065,3,Ship,P35080163,2,5,164,4,medium,M,2,1439,1
3066,5,Ship,O58833115,3,3,243,3,medium,F,27,2052,1
3067,4,Ship,C15961266,3,4,158,3,high,M,41,1137,1
3068,5,Ship,S30131136,5,5,180,4,high,M,10,1200,1
3069,1,Ship,I19771940,4,3,139,3,low,M,64,1814,1
